timestamp,d_0,d_1,d_2,d_3,d_4,f_0,f_1,f_2,f_3,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,t_0,t_1,t_2,t_3,t_5,t_6,t_7,t_9,t_10,t_11,t_12,t_13,t_14,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_24,t_25,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,y1,y2
14,0.3535737693309784,0.05899215489625931,0.18177159130573273,-0.0368514321744442,0.50284743309021,0.1966981440782547,0.5204804539680481,1.1919366121292114,0.22958070039749146,-0.13558118045330048,-0.07210785150527954,0.12315749377012253,0.654164731502533,0.2116951197385788,0.27465692162513733,0.7052311897277832,-0.030513860285282135,-0.026975711807608604,0.06506946682929993,0.2635471224784851,-0.1309508979320526,0.9458245635032654,1.118970274925232,-0.03892793878912926,0.2778237760066986,-0.10534627735614777,-0.2223699986934662,0.4413934350013733,0.11417941004037857,0.42898741364479065,0.07920489460229874,0.3684326708316803,0.2364966869354248,0.33340874314308167,-0.17337311804294586,0.1833478957414627,0.02176380716264248,0.012509762309491634,-0.010157582350075245,-0.027053428813815117,0.6131230592727661,-0.002786441007629037,-0.1943177878856659,0.059485968202352524,0.04489312693476677,0.05157869681715965,-0.07048595696687698,-0.10443827509880066,1.3052808046340942,-0.31151822209358215,0.06668656319379807,0.1544943004846573,0.3036322593688965,0.19561181962490082,0.1773902177810669,-0.00733891362324357,0.16853198409080505,0.49962317943573,0.22622276842594147,0.6181424260139465,0.9668709635734558,0.33331701159477234,0.12000980973243713,-0.13833455741405487,-0.15097013115882874,-0.05286635458469391,0.3029807507991791,0.6012470126152039,,,-2.0,,,-2.0,-0.252147912979126,,-2.0,-2.0,,0.0,-2.0,,-2.0,,0.3014831840991974,0.0023636959958821535,0.24278035759925842,-0.5,,,0.15701495110988617,,-2.0,0.0,,,-0.15401841700077057,0.0,0.5309004187583923,-0.057848505675792694,,,,-0.4894709885120392,,,-2.0,,-0.0114126680418849,1
15,0.3535737693309784,0.05899215489625931,0.18177159130573273,-0.036827459931373596,0.50284743309021,0.19667011499404907,0.5204804539680481,1.1913524866104126,0.22958070039749146,-0.13558118045330048,-0.07210785150527954,0.12298630177974701,0.654164731502533,0.21164433658123016,0.27568474411964417,0.7050104737281799,-0.030513860285282135,-0.026975711807608604,0.06506946682929993,0.2633804976940155,-0.1309508979320526,0.9458245635032654,1.1184041500091553,-0.03892793878912926,0.2776849865913391,-0.10602160543203354,-0.2223699986934662,0.4413934350013733,0.11362121999263763,0.42898741364479065,0.07907627522945404,0.3684326708316803,0.2364966869354248,0.33340874314308167,-0.17332006990909576,0.1833478957414627,0.02176380716264248,0.012509762309491634,-0.010157582350075245,-0.027053428813815117,0.6127995848655701,-0.002786441007629037,-0.1943177878856659,0.059485968202352524,0.04489312693476677,0.05329803749918938,-0.06966249644756317,-0.10443827509880066,1.3052808046340942,-0.31137195229530334,0.06668656319379807,0.1544943004846573,0.3035242259502411,0.19561181962490082,0.1773902177810669,-0.00733891362324357,0.16853198409080505,0.4993681013584137,0.22622276842594147,0.6179386377334595,0.966386616230011,0.3330881595611572,0.12000980973243713,-0.13833455741405487,-0.15098117291927338,-0.05286635458469391,0.30464449524879456,0.6012470126152039,,,-2.0,,,-2.0,-0.25233766436576843,,-2.0,-2.0,,0.0013840037863701582,-2.0,,-2.0,,0.30075305700302124,0.0,0.24759803712368011,-0.5,,,0.15684428811073303,,-2.0,0.0,,,-0.15400388836860657,0.0,0.533896267414093,-0.058342646807432175,,,,-0.4896194636821747,,,-2.0,,0.027910010889172554,1
16,0.3535737693309784,0.05899215489625931,0.18177159130573273,-0.0368066132068634,0.50284743309021,0.19664572179317474,0.5204804539680481,1.1908442974090576,0.22958070039749146,-0.13558118045330048,-0.07210785150527954,0.12283741682767868,0.654164731502533,0.2116001695394516,0.2765786647796631,0.7048185467720032,-0.030513860285282135,-0.026975711807608604,0.06506946682929993,0.26323559880256653,-0.1309508979320526,0.9458245635032654,1.117911696434021,-0.03892793878912926,0.27756428718566895,-0.10660894960165024,-0.2223699986934662,0.4413934350013733,0.11313574761152267,0.42898741364479065,0.07896441221237183,0.3684326708316803,0.2364966869354248,0.33340874314308167,-0.1732739359140396,0.1833478957414627,0.02176380716264248,0.012509762309491634,-0.010157582350075245,-0.027053428813815117,0.6125182509422302,-0.002786441007629037,-0.1943177878856659,0.059485968202352524,0.04489312693476677,0.05479339510202408,-0.06894631683826447,-0.10443827509880066,1.3052808046340942,-0.3112447261810303,0.06668656319379807,0.1544943004846573,0.3034302592277527,0.19561181962490082,0.1773902177810669,-0.00733891362324357,0.16853198409080505,0.4991462826728821,0.22622276842594147,0.6177613735198975,0.9659653306007385,0.3328891098499298,0.12000980973243713,-0.13833455741405487,-0.15099076926708221,-0.05286635458469391,0.3060914874076843,0.6012470126152039,,,-2.0,,,-2.0,-0.2525026798248291,,-2.0,-2.0,,0.0,-2.0,,-2.0,,0.3001180589199066,0.0032625833991914988,0.25178807973861694,-0.5,,,0.15669585764408112,,-2.0,0.0,,,-0.0801927000284195,0.0,0.5365018248558044,-0.05877241492271423,,,,-0.48974859714508057,,,-2.0,,-0.0006156995077617466,1
17,0.3535737693309784,0.05899215489625931,0.18177159130573273,-0.033762671053409576,0.50284743309021,0.19629977643489838,0.5204804539680481,1.183863639831543,0.22958070039749146,-0.13558118045330048,-0.07210785150527954,0.12079190462827682,0.654164731502533,0.2103581726551056,0.27672097086906433,0.7020757794380188,-0.030513860285282135,-0.026975711807608604,0.06506946682929993,0.26124483346939087,-0.1309508979320526,0.9458245635032654,1.1114046573638916,-0.03892793878912926,0.27590614557266235,-0.10759178549051285,-0.2223699986934662,0.4413934350013733,0.10053138434886932,0.42898741364479065,0.07748615741729736,0.3684326708316803,0.2364966869354248,0.33340874314308167,-0.1726401150226593,0.1833478957414627,0.02176380716264248,0.012126372195780277,-0.010157582350075245,-0.027053428813815117,0.6086529493331909,-0.002786441007629037,-0.1943177878856659,0.059485968202352524,0.04489312693476677,0.027426395565271378,-0.07443734258413315,-0.10443827509880066,1.3052808046340942,-0.30949681997299194,0.06668656319379807,0.1544943004846573,0.3020874559879303,0.19561181962490082,0.1773902177810669,-0.00733891362324357,0.16853198409080505,0.4938715994358063,0.22622276842594147,0.6152287125587463,0.9601779580116272,0.3302587866783142,0.12000980973243713,-0.13833455741405487,-0.15112267434597015,-0.05286635458469391,0.29095637798309326,0.6012470126152039,,,-2.0,,,-1.7404321432113647,-0.25425469875335693,,-1.7404321432113647,-2.0,,0.0,-1.7404321432113647,,-1.7404321432113647,,0.2611026167869568,0.0029889766592532396,0.24413642287254333,-0.5,,,0.16316713392734528,,-1.7404321432113647,0.0,,,-0.09666682034730911,0.0,0.4877769351005554,-0.02564990147948265,,,,-0.48698750138282776,,,-1.7404321432113647,,0.008008785545825958,1
18,0.3535737693309784,0.05899215489625931,0.18177159130573273,-0.031114669516682625,0.50284743309021,0.19599883258342743,0.5204804539680481,1.177790880203247,0.22958070039749146,-0.13558118045330048,-0.07210785150527954,0.11901246756315231,0.654164731502533,0.20927773416042328,0.2768447697162628,0.6996898055076599,-0.030513860285282135,-0.026975711807608604,0.06506946682929993,0.2595130205154419,-0.1309508979320526,0.9458245635032654,1.1057440042495728,-0.03892793878912926,0.2744636833667755,-0.10844678431749344,-0.2223699986934662,0.4413934350013733,0.08956653624773026,0.42898741364479065,0.07620018720626831,0.3684326708316803,0.2364966869354248,0.33340874314308167,-0.17208874225616455,0.1833478957414627,0.02176380716264248,0.011792851611971855,-0.010157582350075245,-0.027053428813815117,0.6052904725074768,-0.002786441007629037,-0.1943177878856659,0.059485968202352524,0.04489312693476677,0.003619154915213585,-0.07921411842107773,-0.10443827509880066,1.3052808046340942,-0.30797630548477173,0.06668656319379807,0.1544943004846573,0.3009193241596222,0.19561181962490082,0.1773902177810669,-0.00733891362324357,0.16853198409080505,0.48928302526474,0.22622276842594147,0.6130254864692688,0.955143392086029,0.32797059416770935,0.12000980973243713,-0.13833455741405487,-0.15123741328716278,-0.05286635458469391,0.27778998017311096,0.6012470126152039,,,-2.0,,,-1.5146275758743286,-0.25577881932258606,,-1.5146275758743286,-2.0,,0.0,-1.5146275758743286,,-1.5146275758743286,,0.22716207802295685,0.003341852454468608,0.2374800592660904,-0.5,,,0.16879664361476898,,-1.5146275758743286,0.0,,,-0.0977814793586731,0.0,0.44538989663124084,0.0031642045360058546,,,,-0.4845855236053467,,,-1.5146275758743286,,0.029241912066936493,1
19,0.3535737693309784,0.05899215489625931,0.18177159130573273,-0.028810890391469002,0.50284743309021,0.19573700428009033,0.5204804539680481,1.172507643699646,0.22958070039749146,-0.13558118045330048,-0.07210785150527954,0.1174643412232399,0.654164731502533,0.20833773910999298,0.27695247530937195,0.6976139545440674,-0.030513860285282135,-0.026975711807608604,0.06506946682929993,0.25800633430480957,-0.1309508979320526,0.9458245635032654,1.1008192300796509,-0.03892793878912926,0.27320870757102966,-0.10919063538312912,-0.2223699986934662,0.4413934350013733,0.08002704381942749,0.42898741364479065,0.07508138567209244,0.3684326708316803,0.2364966869354248,0.33340874314308167,-0.1716090589761734,0.1833478957414627,0.02176380716264248,0.011502686887979507,-0.010157582350075245,-0.027053428813815117,0.6023650765419006,-0.002786441007629037,-0.1943177878856659,0.059485968202352524,0.04489312693476677,-0.017093291506171227,-0.08336994796991348,-0.10443827509880066,1.3052808046340942,-0.3066534101963043,0.06668656319379807,0.1544943004846573,0.2999030649662018,0.19561181962490082,0.1773902177810669,-0.00733891362324357,0.16853198409080505,0.4852909445762634,0.22622276842594147,0.6111086010932922,0.9507632851600647,0.3259798586368561,0.12000980973243713,-0.13833455741405487,-0.15133723616600037,-0.05286635458469391,0.2663350999355316,0.6012470126152039,,,-2.0,,,-1.31817626953125,-0.2571048140525818,,-1.31817626953125,-2.0,,0.0,-1.31817626953125,,-1.31817626953125,,0.19763360917568207,0.005156498868018389,0.2316889762878418,-0.5,,,0.17369435727596283,,-1.31817626953125,0.0,,,-0.06603432446718216,0.0,0.4085129201412201,0.02823265641927719,,,,-0.4824957847595215,,,-1.31817626953125,,-0.009332218207418919,1
20,0.3535737693309784,0.05899215489625931,0.18177159130573273,-0.02680642530322075,0.50284743309021,0.1955091953277588,0.5204804539680481,1.1679108142852783,0.22958070039749146,-0.13558118045330048,-0.07210785150527954,0.11611735820770264,0.654164731502533,0.20751987397670746,0.27704620361328125,0.6958078145980835,-0.030513860285282135,-0.026975711807608604,0.06506946682929993,0.25669538974761963,-0.1309508979320526,0.9458245635032654,1.096534252166748,-0.03892793878912926,0.2721168100833893,-0.1098378449678421,-0.2223699986934662,0.4413934350013733,0.071726955473423,0.42898741364479065,0.07410794496536255,0.3684326708316803,0.2364966869354248,0.33340874314308167,-0.17119167745113373,0.1833478957414627,0.02176380716264248,0.011250220239162445,-0.010157582350075245,-0.027053428813815117,0.5998197793960571,-0.002786441007629037,-0.1943177878856659,0.059485968202352524,0.04489312693476677,-0.03511471301317215,-0.08698584139347076,-0.10443827509880066,1.3052808046340942,-0.30550241470336914,0.06668656319379807,0.1544943004846573,0.2990188002586365,0.19561181962490082,0.1773902177810669,-0.00733891362324357,0.16853198409080505,0.4818175137042999,0.22622276842594147,0.6094408631324768,0.9469522833824158,0.3242477774620056,0.12000980973243713,-0.13833455741405487,-0.1514240950345993,-0.05286635458469391,0.256368488073349,0.6012470126152039,,,-2.0,,,-1.147248387336731,-0.25825852155685425,,-1.147248387336731,-2.0,,0.0,-1.147248387336731,,-1.147248387336731,,0.1719415783882141,0.0041445037350058556,0.22665028274059296,-0.5,,,0.1779557466506958,,-1.147248387336731,0.0,,,-0.02330409176647663,0.0,0.37642714381217957,0.05004413425922394,,,,-0.4806775748729706,,,-1.147248387336731,,0.012535027228295803,1
21,0.3535737693309784,0.05899215489625931,0.18177159130573273,-0.025062264874577522,0.50284743309021,0.19531096518039703,0.5204804539680481,1.1639108657836914,0.22958070039749146,-0.13558118045330048,-0.07210785150527954,0.11494529247283936,0.654164731502533,0.20680822432041168,0.277127742767334,0.6942362189292908,-0.030513860285282135,-0.026975711807608604,0.06506946682929993,0.2555547058582306,-0.1309508979320526,0.9458245635032654,1.0928057432174683,-0.03892793878912926,0.27116668224334717,-0.11040100455284119,-0.2223699986934662,0.4413934350013733,0.06450473517179489,0.42898741364479065,0.07326091080904007,0.3684326708316803,0.2364966869354248,0.33340874314308167,-0.17082850635051727,0.1833478957414627,0.02176380716264248,0.011030539870262146,-0.010157582350075245,-0.027053428813815117,0.5976049900054932,-0.002786441007629037,-0.1943177878856659,0.059485968202352524,0.04489312693476677,-0.05079583823680878,-0.09013216197490692,-0.10443827509880066,1.3052808046340942,-0.30450087785720825,0.06668656319379807,0.1544943004846573,0.29824939370155334,0.19561181962490082,0.1773902177810669,-0.00733891362324357,0.16853198409080505,0.4787951409816742,0.22622276842594147,0.6079896092414856,0.9436361193656921,0.3227406144142151,0.12000980973243713,-0.13833455741405487,-0.1514996737241745,-0.05286635458469391,0.2476961612701416,0.6012470126152039,0.0,,-2.0,,,-0.998517632484436,-0.25926241278648376,0.0,-0.998517632484436,-2.0,0.0,0.0,-0.998517632484436,0.0,-0.998517632484436,0.0,0.14958594739437103,0.004728874657303095,0.22226592898368835,-0.5,,,0.18166373670101166,,-0.998517632484436,0.0,,0.0,0.01929316110908985,0.0,0.3485080301761627,0.06902313977479935,0.0,0.0,0.0,-0.479095458984375,,0.0,-0.998517632484436,,0.02023281529545784,1
22,0.3535737693309784,0.05899215489625931,0.18177159130573273,-0.023544510826468468,0.50284743309021,0.19513846933841705,0.5204804539680481,1.1604301929473877,0.22958070039749146,-0.13558118045330048,-0.07210785150527954,0.11392536759376526,0.654164731502533,0.20618894696235657,0.2771987020969391,0.6928686499595642,-0.030513860285282135,-0.026975711807608604,0.06506946682929993,0.2545620799064636,-0.1309508979320526,0.9458245635032654,1.0895612239837646,-0.03892793878912926,0.2703399062156677,-0.11089105904102325,-0.2223699986934662,0.4413934350013733,0.05822001397609711,0.42898741364479065,0.07252383232116699,0.3684326708316803,0.2364966869354248,0.33340874314308167,-0.17051248252391815,0.1833478957414627,0.02176380716264248,0.010839376598596573,-0.010157582350075245,-0.027053428813815117,0.5956777334213257,-0.002786441007629037,-0.1943177878856659,0.059485968202352524,0.04489312693476677,-0.06444142758846283,-0.0928700715303421,-0.10443827509880066,1.3052808046340942,-0.3036293685436249,0.06668656319379807,0.1544943004846573,0.2975798547267914,0.19561181962490082,0.1773902177810669,-0.00733891362324357,0.16853198409080505,0.47616511583328247,0.22622276842594147,0.6067268252372742,0.9407504796981812,0.3214291036128998,0.12000980973243713,-0.13833455741405487,-0.15156543254852295,-0.05286635458469391,0.24014955759048462,0.6012470126152039,0.0,,-2.0,,,-0.8690932989120483,-0.2601360082626343,0.0,-0.8690932989120483,-2.0,0.0,0.0,-0.8690932989120483,0.0,-0.8690932989120483,0.0,0.1301322728395462,0.005805784836411476,0.21845069527626038,-0.5,,,0.18489040434360504,,-0.8690932989120483,0.0,,0.0,-0.008019750937819481,0.0,0.32421308755874634,0.08553850650787354,0.0,0.0,0.0,-0.4777187407016754,,0.0,-0.8690932989120483,,-0.002861893270164728,1
23,0.3535737693309784,0.05899215489625931,0.18177159130573273,-0.02222370356321335,0.50284743309021,0.19498836994171143,0.5204804539680481,1.157401204109192,0.22958070039749146,-0.13558118045330048,-0.07210785150527954,0.11303779482841492,0.654164731502533,0.20565003156661987,0.2772604525089264,0.691678524017334,-0.030513860285282135,-0.026975711807608604,0.06506946682929993,0.2536982595920563,-0.1309508979320526,0.9458245635032654,1.0867377519607544,-0.03892793878912926,0.269620418548584,-0.11131753027439117,-0.2223699986934662,0.4413934350013733,0.052750810980796814,0.42898741364479065,0.07188239693641663,0.3684326708316803,0.2364966869354248,0.33340874314308167,-0.1702374666929245,0.1833478957414627,0.02176380716264248,0.010673018172383308,-0.010157582350075245,-0.027053428813815117,0.5940005779266357,-0.002786441007629037,-0.1943177878856659,0.059485968202352524,0.04489312693476677,-0.07631633430719376,-0.09525270015001297,-0.10443827509880066,1.3052808046340942,-0.3028709292411804,0.06668656319379807,0.1544943004846573,0.29699718952178955,0.19561181962490082,0.1773902177810669,-0.00733891362324357,0.16853198409080505,0.47387635707855225,0.22622276842594147,0.6056278347969055,0.9382392764091492,0.3202877640724182,0.12000980973243713,-0.13833455741405487,-0.15162266790866852,-0.05286635458469391,0.23358222842216492,0.6012470126152039,0.0,,-2.0,,,-0.7564632892608643,-0.2608962059020996,0.0,-0.7564632892608643,-2.0,0.0,0.0,-0.7564632892608643,0.0,-0.7564632892608643,0.0,0.11320294439792633,0.005205221474170685,0.2151305377483368,-0.5,,,0.1876983791589737,,-0.7564632892608643,0.0,,0.0,0.04517774283885956,0.0,0.30307069420814514,0.09991081058979034,0.0,0.0,0.0,-0.4765206277370453,,0.0,-0.7564632892608643,,-0.005252065137028694,1
